episode,timestep,reward
2,4000,5347.0364
4,8000,10530.7515
6,12000,10646.558
9,16000,9891.6714
11,20000,10510.0078
13,24000,8547.3894
15,28000,10375.9435
17,32000,9192.6008
19,36000,9158.7988
21,40000,10415.2007
23,44000,10597.2787
25,48000,8854.3554
27,52000,10353.7703
29,56000,10055.1456
31,60000,10467.7758
33,64000,10409.8472
35,68000,10670.2214
37,72000,8859.3525
39,76000,8989.9638
41,80000,10444.5829
43,84000,10255.5137
46,88000,10179.2235
48,92000,10086.3448
50,96000,8345.9278
52,100000,10446.3529
54,104000,9355.2661
56,108000,10369.1155
58,112000,10650.6161
60,116000,10645.0684
62,120000,9459.2553
64,124000,10550.9575
66,128000,10663.9463
68,132000,9189.6647
70,136000,9553.6552
72,140000,7737.7395
74,144000,10737.6753
76,148000,9092.8323
78,152000,9526.8761
80,156000,9649.273
82,160000,9757.7312
84,164000,10525.7378
86,168000,10755.054
88,172000,10330.262
90,176000,10776.5057
92,180000,10632.7472
94,184000,10268.8728
96,188000,10297.8307
98,192000,10229.6609
101,196000,8559.4005
103,200000,10291.0888
105,204000,9173.2202
107,208000,7196.4473
109,212000,10577.1344
111,216000,10842.3595
113,220000,9446.4554
115,224000,10315.2694
117,228000,9006.0502
119,232000,9088.6563
121,236000,10228.1833
123,240000,10495.3018
125,244000,10640.503
127,248000,9204.9757
129,252000,9168.7996
131,256000,10433.5251
134,260000,7887.891
136,264000,10243.8258
138,268000,8697.3567
140,272000,9168.4974
142,276000,10394.779
144,280000,10275.1072
146,284000,9930.9531
148,288000,9856.4176
150,292000,8845.4613
152,296000,10360.7432
154,300000,10710.6841
156,304000,8239.8402
158,308000,10475.7385
160,312000,10643.7547
162,316000,10529.1764
164,320000,8514.4318
166,324000,10432.1463
168,328000,8956.1283
170,332000,9840.7277
173,336000,9888.1458
175,340000,10689.3694
177,344000,10748.1103
179,348000,9958.3576
181,352000,9850.6718
183,356000,10640.9817
185,360000,10254.7541
187,364000,9394.0526
189,368000,8116.5112
191,372000,10377.4617
193,376000,9767.5327
195,380000,10545.8791
197,384000,10599.9508
199,388000,9943.4681
201,392000,10643.2213
203,396000,10462.7552
205,400000,10227.4339
207,404000,9922.1917
209,408000,10391.8928
211,412000,10759.8525
213,416000,9185.9945
216,420000,9498.0522
218,424000,10257.7256
220,428000,10528.064
222,432000,10785.3323
224,436000,9645.636
226,440000,9693.7543
228,444000,10585.4239
230,448000,10520.3536
232,452000,8379.558
234,456000,10525.3532
236,460000,9807.322
238,464000,9176.6698
240,468000,9024.5799
242,472000,9696.5903
244,476000,10467.9274
246,480000,10547.1775
248,484000,9299.7066
250,488000,8996.0494
252,492000,10594.9532
254,496000,10613.0977
256,500000,8790.4239
258,504000,10684.2279
260,508000,10488.1965
262,512000,9777.8815
264,516000,9312.7942
266,520000,10373.896
268,524000,8535.7637
270,528000,10450.7662
272,532000,10426.0961
274,536000,10350.1506
276,540000,9576.1585
278,544000,10075.2602
280,548000,10499.6462
282,552000,9238.1892
284,556000,10654.0571
286,560000,10498.7549
288,564000,9048.5007
290,568000,9310.645
292,572000,10640.7494
295,576000,9847.1655
297,580000,7038.4743
299,584000,9384.4867
301,588000,9524.4435
303,592000,8575.3297
305,596000,10502.3882
307,600000,9811.445
309,604000,10672.9844
311,608000,10621.6451
313,612000,9401.3743
315,616000,10281.7639
317,620000,10793.3231
319,624000,10755.0635
321,628000,9048.1436
323,632000,8748.6893
325,636000,10425.5463
327,640000,10428.3675
329,644000,10231.0335
331,648000,8499.4693
333,652000,10743.2548
335,656000,10355.8555
337,660000,9398.9467
339,664000,8902.9458
341,668000,10111.3006
343,672000,10645.6558
345,676000,10524.7886
347,680000,9740.3724
349,684000,10367.4686
351,688000,10528.205
354,692000,8896.361
356,696000,10313.6451
358,700000,10740.8827
360,704000,10577.8036
362,708000,8137.8694
364,712000,6592.1225
366,716000,10610.214
368,720000,10602.6166
370,724000,9372.5374
372,728000,10549.3643
374,732000,10680.4559
376,736000,10485.557
378,740000,7267.6905
380,744000,10392.6754
382,748000,7391.6301
384,752000,10420.9639
386,756000,9333.8635
388,760000,9675.6216
390,764000,10711.8619
392,768000,10812.8253
394,772000,9842.2342
396,776000,10569.0219
398,780000,9135.3394
400,784000,10660.4666
402,788000,10637.4741
404,792000,10777.1678
406,796000,9932.1469
409,800000,9766.3999
411,804000,10314.3474
413,808000,10682.4601
415,812000,10677.7033
417,816000,10451.8151
419,820000,9023.8357
421,824000,10528.2916
423,828000,8891.4772
425,832000,10769.6942
427,836000,8871.5776
429,840000,10354.2791
431,844000,9669.8272
433,848000,10667.5117
435,852000,10397.9105
437,856000,10359.5489
439,860000,10460.922
441,864000,10454.3692
443,868000,8513.6461
445,872000,10268.9935
447,876000,10415.9863
450,880000,8284.8704
452,884000,10473.8862
454,888000,10466.0899
456,892000,10471.1024
458,896000,8942.3419
460,900000,10663.5141
462,904000,8784.6911
464,908000,10527.5465
466,912000,8296.6303
468,916000,8846.8302
470,920000,8629.8531
472,924000,7341.3145
474,928000,8199.6219
477,932000,9362.8989
479,936000,10177.2413
481,940000,9273.9616
483,944000,10438.5394
485,948000,7942.8457
487,952000,10496.7596
489,956000,10655.6211
491,960000,8446.6282
493,964000,10307.3582
495,968000,10476.1585
497,972000,10541.5313
499,976000,10518.7223
501,980000,10399.8957
503,984000,10553.754
505,988000,10677.9312
507,992000,10460.3052
509,996000,8657.4489
511,1000000,8972.5848
513,1004000,10571.8238
516,1008000,9822.8697
518,1012000,10466.6226
520,1016000,9241.061
522,1020000,7996.0273
524,1024000,8208.7592
526,1028000,10560.3726
528,1032000,10409.439
530,1036000,10492.808
532,1040000,8977.9294
534,1044000,9769.5427
536,1048000,8394.6849
538,1052000,10572.8348
540,1056000,10742.1341
542,1060000,10386.8539
544,1064000,9554.0879
546,1068000,10608.9132
548,1072000,8746.1759
550,1076000,10622.8024
552,1080000,10563.6711
554,1084000,10244.9174
556,1088000,10549.3365
558,1092000,10377.9128
560,1096000,8857.323
562,1100000,10505.7865
564,1104000,10520.9968
566,1108000,9809.8682
568,1112000,10357.0616
570,1116000,7611.4179
572,1120000,10451.1555
574,1124000,8776.212
576,1128000,10373.4483
578,1132000,10373.06
580,1136000,9565.9525
582,1140000,10563.9411
584,1144000,10284.9165
586,1148000,10457.2856
588,1152000,9432.2642
591,1156000,8909.6553
593,1160000,9597.8948
595,1164000,10464.2081
597,1168000,10407.3596
599,1172000,10518.0663
601,1176000,9414.8689
603,1180000,8802.293
605,1184000,7032.1199
607,1188000,7623.4572
609,1192000,10311.8767
611,1196000,10348.1539
613,1200000,9457.6189
615,1204000,8474.973
617,1208000,8215.7475
619,1212000,9327.6204
621,1216000,9051.3694
623,1220000,10383.1175
625,1224000,10584.6056
627,1228000,9617.6788
629,1232000,10558.0664
631,1236000,9273.1062
633,1240000,10206.0643
635,1244000,8810.7356
637,1248000,9175.6778
639,1252000,10482.0011
641,1256000,9617.2718
643,1260000,10555.6653
645,1264000,10464.1264
647,1268000,10363.7645
649,1272000,10439.6308
651,1276000,10494.4561
654,1280000,9431.8419
656,1284000,8562.788
658,1288000,10374.4931
660,1292000,10528.8873
662,1296000,10637.2833
664,1300000,9749.4972
666,1304000,10093.404
668,1308000,10521.5457
670,1312000,8172.6482
672,1316000,9212.4225
674,1320000,10514.6167
676,1324000,9504.1519
678,1328000,9510.7691
680,1332000,10553.2791
682,1336000,10430.4136
685,1340000,9299.2421
687,1344000,8802.733
689,1348000,9489.0856
691,1352000,9670.4339
693,1356000,8866.2674
695,1360000,8289.8379
697,1364000,9375.9762
699,1368000,10435.8065
702,1372000,8625.0525
704,1376000,9678.3382
706,1380000,10417.3111
708,1384000,10091.4419
710,1388000,9351.7281
712,1392000,10491.0576
714,1396000,7693.8082
716,1400000,7396.0209
718,1404000,10005.638
720,1408000,10110.417
722,1412000,10008.0067
724,1416000,9804.6908
726,1420000,9456.0038
728,1424000,10088.5078
730,1428000,10599.363
732,1432000,10741.4313
734,1436000,10571.5261
736,1440000,9305.5633
738,1444000,10528.9287
740,1448000,10475.328
742,1452000,10382.8896
744,1456000,8653.9647
746,1460000,9512.865
748,1464000,10398.3071
750,1468000,10393.0704
752,1472000,10730.9243
754,1476000,7190.1609
757,1480000,9747.6672
759,1484000,10512.0809
761,1488000,10233.1751
763,1492000,7793.0064
765,1496000,9738.9489
767,1500000,10393.9673
769,1504000,9366.6804
771,1508000,10384.7029
773,1512000,9157.3085
775,1516000,10527.9304
777,1520000,9313.0306
779,1524000,10186.3622
781,1528000,8998.3622
783,1532000,8795.5943
786,1536000,9454.8812
788,1540000,7742.9609
790,1544000,10401.9688
792,1548000,10520.0221
794,1552000,8936.9482
796,1556000,10452.0644
798,1560000,9799.0459
800,1564000,9612.5159
802,1568000,9016.3817
804,1572000,10601.7382
806,1576000,8584.1226
808,1580000,10510.7751
810,1584000,10517.0423
812,1588000,9919.4349
814,1592000,8527.1262
816,1596000,9023.8361
818,1600000,9259.5866
820,1604000,10466.1818
823,1608000,9150.2107
825,1612000,8736.1929
827,1616000,9644.488
829,1620000,7246.7205
831,1624000,8946.3254
833,1628000,8133.5601
835,1632000,9970.4464
837,1636000,7039.1874
839,1640000,7478.7606
841,1644000,9218.4862
843,1648000,10334.7404
845,1652000,10567.6254
847,1656000,10592.4701
849,1660000,10643.7792
852,1664000,9320.9011
854,1668000,8736.2586
856,1672000,9186.9982
858,1676000,10546.4585
860,1680000,8504.077
862,1684000,10614.8545
864,1688000,9765.8131
866,1692000,8145.1461
868,1696000,9052.3042
870,1700000,8804.5472
872,1704000,10085.094
874,1708000,9519.6579
876,1712000,7332.2559
878,1716000,10644.7763
880,1720000,9918.68
882,1724000,10510.6822
884,1728000,9370.8139
886,1732000,7965.932
888,1736000,10229.521
890,1740000,8525.2724
892,1744000,10432.6342
894,1748000,10665.0073
896,1752000,9347.0725
898,1756000,10322.1072
901,1760000,9563.4025
903,1764000,9021.5746
905,1768000,10452.2103
907,1772000,10617.6455
909,1776000,6095.8242
912,1780000,8240.1316
914,1784000,10648.3386
916,1788000,10295.8763
918,1792000,9053.2294
920,1796000,8510.342
922,1800000,9456.2068
924,1804000,8644.7883
926,1808000,8823.212
928,1812000,7919.8195
930,1816000,8029.5052
932,1820000,9279.8987
935,1824000,8743.3002
937,1828000,10622.5854
939,1832000,10622.7544
941,1836000,6657.9075
943,1840000,10514.9186
945,1844000,10585.9496
947,1848000,8783.2294
949,1852000,7673.861
952,1856000,8435.6532
954,1860000,10304.1953
956,1864000,6507.6245
958,1868000,8563.7625
960,1872000,8921.9264
962,1876000,8838.3441
964,1880000,10637.5606
966,1884000,8665.6388
969,1888000,8971.5184
971,1892000,10674.9487
973,1896000,10331.4949
975,1900000,8838.5772
977,1904000,9992.4253
979,1908000,10335.6095
981,1912000,7361.357
983,1916000,9995.604
985,1920000,10523.2467
987,1924000,9476.6792
990,1928000,7488.0595
992,1932000,10519.1101
994,1936000,10524.7017
996,1940000,8837.7002
998,1944000,10374.9219
1000,1948000,9177.4638
1002,1952000,6620.4477
1004,1956000,9874.5482
1007,1960000,7401.4196
1009,1964000,6714.0485
1012,1968000,7909.8877
1014,1972000,6444.0269
1017,1976000,7221.9353
1019,1980000,9522.5358
1021,1984000,8920.0501
1023,1988000,8201.876
1025,1992000,9238.0136
1027,1996000,10205.5934
1029,2000000,7756.046
1031,2004000,10099.7306
1033,2008000,9003.3669
1036,2012000,8640.8555
1038,2016000,8072.9326
1040,2020000,7675.3968
1042,2024000,9577.0073
1044,2028000,10393.1423
1046,2032000,7475.3094
1048,2036000,9745.451
1050,2040000,7550.4222
1052,2044000,9023.2467
1054,2048000,10685.8625
1056,2052000,7662.2803
