episode,timestep,reward
899,1784000,4001.4288
901,1788000,3926.1876
903,1792000,4043.0631
905,1796000,4048.1692
907,1800000,4029.7168
909,1804000,4110.0634
911,1808000,4097.2347
913,1812000,4013.4084
915,1816000,4057.1953
917,1820000,4009.4187
919,1824000,4098.6945
921,1828000,4018.0875
923,1832000,4038.9576
925,1836000,4037.9123
927,1840000,3940.0269
929,1844000,4096.7224
931,1848000,4134.9636
933,1852000,4024.8616
935,1856000,4188.5185
937,1860000,3982.9386
939,1864000,4035.0494
941,1868000,4082.237
943,1872000,4048.0471
945,1876000,4046.0332
947,1880000,4084.3415
949,1884000,4108.1087
951,1888000,4005.9786
953,1892000,3975.1307
955,1896000,4115.7061
957,1900000,4047.7972
959,1904000,3971.4036
961,1908000,4031.0234
963,1912000,4103.3459
965,1916000,4034.7531
967,1920000,4053.3308
969,1924000,4137.6074
971,1928000,4143.042
973,1932000,4131.3085
975,1936000,4094.6523
977,1940000,4090.797
979,1944000,4078.835
981,1948000,4095.1895
983,1952000,4098.0521
985,1956000,4151.2115
987,1960000,4043.5266
989,1964000,4139.4257
991,1968000,4062.7999
993,1972000,4132.8042
995,1976000,4123.5152
997,1980000,4197.8303
999,1984000,4135.0291
1001,1988000,4166.0691
1003,1992000,4115.967
1005,1996000,4088.8889
1007,2000000,-20410.1821
1009,2004000,4172.0259
1011,2008000,4170.2799
1013,2012000,4153.9353
1015,2016000,4175.8564
1017,2020000,4102.2992
1019,2024000,4109.7225
1021,2028000,4202.6721
1023,2032000,4196.2809
1025,2036000,4112.6132
1027,2040000,4177.9068
1029,2044000,4096.3861
1031,2048000,4123.3151
1033,2052000,4136.4922
1035,2056000,4155.241
1037,2060000,4187.8632
1039,2064000,4079.635
1041,2068000,4183.4835
1043,2072000,4175.8229
1045,2076000,4110.5474
1047,2080000,4178.674
1049,2084000,4165.0491
1051,2088000,4166.6055
1053,2092000,4148.26
1055,2096000,4122.8637
1057,2100000,4133.1151
1059,2104000,4228.1516
1061,2108000,4186.4789
1063,2112000,4180.3345
1065,2116000,4219.4617
1067,2120000,4112.4113
1069,2124000,-28127.1946
1071,2128000,4213.8284
1073,2132000,4142.9655
1075,2136000,4226.8816
1077,2140000,4178.9553
1079,2144000,4203.5877
1081,2148000,4276.971
1083,2152000,4232.2181
1085,2156000,4185.0784
